"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:7HUhMOrlvwBPfBq3c0ajh0","JOYRIDE","spotify:artist:6LqNN22kT3074XbTVUrhzX","Kesha","spotify:album:145ynqxpTLjXrU5qvER4ea","JOYRIDE","spotify:artist:6LqNN22kT3074XbTVUrhzX","Kesha","2024-07-04","https://i.scdn.co/image/ab67616d0000b273336f6fbf3007f73a9782b026","1","1","150000","https://p.scdn.co/mp3-preview/8d1ec5ff1ce87253fa171515beb29d346d1e4431?cid=9950ac751e34487dbbe027c4fd7f8e99","true","75","QZNWP2451049","spotify:user:evebal","2024-07-15T21:21:12Z","dance pop,pop","0.788","0.898","10","-4.653","0","0.0592","0.0182","0.000123","0.114","0.496","115.96","4","","Kesha Records","C 2024 Kesha Records, P 2024 Kesha Records"
"spotify:track:0FPCqTZoiZpEs324IJFFpQ","BOA","spotify:artist:181bsRPaVXVlUKXrxwZfHK","Megan Thee Stallion","spotify:album:0FzWvaeMBfKBCqxHTLVlB8","MEGAN","spotify:artist:181bsRPaVXVlUKXrxwZfHK","Megan Thee Stallion","2024-06-28","https://i.scdn.co/image/ab67616d0000b2732538afd3580d0424bbe28a01","1","9","154732","https://p.scdn.co/mp3-preview/278e498a8f3253c63aeacce8c4f7d82eec3fe46d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","72","USAT22402630","spotify:user:evebal","2024-07-15T21:21:12Z","houston rap,pop,r&b,rap,trap queen","0.896","0.741","0","-3.429","1","0.303","0.000436","0","0.11","0.809","147.025","4","","Hot Girl Productions","C © 2024 Hot Girl Productions LLC, P ℗ 2024 Hot Girl Productions LLC"
"spotify:track:5b3XJ1pjrHO5JtY2PcTjnI","Mamushi (feat. Yuki Chiba)","spotify:artist:181bsRPaVXVlUKXrxwZfHK, spotify:artist:6Qhgat07PNOdnJSnCXJigu","Megan Thee Stallion, Yuki Chiba","spotify:album:0FzWvaeMBfKBCqxHTLVlB8","MEGAN","spotify:artist:181bsRPaVXVlUKXrxwZfHK","Megan Thee Stallion","2024-06-28","https://i.scdn.co/image/ab67616d0000b2732538afd3580d0424bbe28a01","1","10","156988","https://p.scdn.co/mp3-preview/ad028023c4f85d3cd1e10380f26772e07c938c46?cid=9950ac751e34487dbbe027c4fd7f8e99","true","82","USAT22405478","spotify:user:evebal","2024-07-15T21:21:12Z","houston rap,pop,r&b,rap,trap queen","0.892","0.531","1","-4.968","1","0.207","0.033","0","0.0824","0.209","81.036","4","","Hot Girl Productions","C © 2024 Hot Girl Productions LLC, P ℗ 2024 Hot Girl Productions LLC"
"spotify:track:6saYisCUAZXc505blie9kZ","Otaku Hot Girl","spotify:artist:181bsRPaVXVlUKXrxwZfHK","Megan Thee Stallion","spotify:album:0FzWvaeMBfKBCqxHTLVlB8","MEGAN","spotify:artist:181bsRPaVXVlUKXrxwZfHK","Megan Thee Stallion","2024-06-28","https://i.scdn.co/image/ab67616d0000b2732538afd3580d0424bbe28a01","1","7","158663","https://p.scdn.co/mp3-preview/f7604de5070ecafabf5e10dc59e207151295bdf1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","78","USAT22405476","spotify:user:evebal","2024-07-15T21:21:12Z","houston rap,pop,r&b,rap,trap queen","0.757","0.756","0","-3.198","1","0.0664","0.0655","0","0.149","0.505","157.989","4","","Hot Girl Productions","C © 2024 Hot Girl Productions LLC, P ℗ 2024 Hot Girl Productions LLC"
"spotify:track:2OUK5td58k4BV2GvFdfdzr","Where Them Girls At","spotify:artist:181bsRPaVXVlUKXrxwZfHK","Megan Thee Stallion","spotify:album:0FzWvaeMBfKBCqxHTLVlB8","MEGAN","spotify:artist:181bsRPaVXVlUKXrxwZfHK","Megan Thee Stallion","2024-06-28","https://i.scdn.co/image/ab67616d0000b2732538afd3580d0424bbe28a01","1","4","191711","https://p.scdn.co/mp3-preview/2753beb8d8a23b291b94e8faed75a26d722e2c48?cid=9950ac751e34487dbbe027c4fd7f8e99","true","74","USAT22405473","spotify:user:evebal","2024-07-15T21:21:12Z","houston rap,pop,r&b,rap,trap queen","0.817","0.638","8","-4.391","0","0.188","0.0189","0","0.0848","0.428","144.037","4","","Hot Girl Productions","C © 2024 Hot Girl Productions LLC, P ℗ 2024 Hot Girl Productions LLC"
"spotify:track:0CySZwyRJ0vyUqtSjM9i2k","Club classics","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli xcx","spotify:album:2lIZef4lzdvZkiiCzvPKj7","BRAT","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli xcx","2024-06-07","https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e","1","2","153526","https://p.scdn.co/mp3-preview/a6cf2eac7569e8c890121f3fbe40364013b0107b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USAT22401342","spotify:user:evebal","2024-07-15T21:21:12Z","art pop,candy pop,metropopolis,pop,uk pop","0.704","0.868","7","-6.022","1","0.191","0.125","0.000044","0.167","0.712","144.969","4","","Atlantic Records","C © 2024 Atlantic Recording Corporation, P ℗ 2024 Atlantic Recording Corporation"
"spotify:track:5b5cPscqVEMChvDqscVw26","Training Season","spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Dua Lipa","spotify:album:1Mo92916G2mmG7ajpmSVrc","Radical Optimism","spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Dua Lipa","2024-05-03","https://i.scdn.co/image/ab67616d0000b273778c1e4660aa23f6728b32a1","1","3","209487","https://p.scdn.co/mp3-preview/5608f578347ae26c20bfebbad47a057eca7b3d5a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","GBAHT2301078","spotify:user:evebal","2024-07-15T21:21:12Z","dance pop,pop,uk pop","0.812","0.587","5","-4.483","0","0.0477","0.0349","0.00000264","0.123","0.664","123.041","4","","Warner Records","C Under exclusive license to Warner Records UK, a division of Warner Music UK Limited, © 2024 Radical22 Limited, P Under exclusive license to Warner Records UK, a division of Warner Music UK Limited, ℗ 2024 Radical22 Limited with the exception of Track 2 ℗ 2023 Radical22 Limited"
"spotify:track:3Y1EvIgEVw51XtgNEgpz5c","Von dutch","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli xcx","spotify:album:2lIZef4lzdvZkiiCzvPKj7","BRAT","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli xcx","2024-06-07","https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e","1","6","164284","https://p.scdn.co/mp3-preview/7faf86e041f0fc977545aadc2b4f852eb5f145d4?cid=9950ac751e34487dbbe027c4fd7f8e99","true","80","USAT22313737","spotify:user:evebal","2024-07-15T21:21:12Z","art pop,candy pop,metropopolis,pop,uk pop","0.706","0.698","10","-5.679","1","0.0537","0.00298","0.00375","0.116","0.648","130.013","4","","Atlantic Records","C © 2024 Atlantic Recording Corporation, P ℗ 2024 Atlantic Recording Corporation"
"spotify:track:62fqMvguJbsSs9HKhhRfuS","Talk talk","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli xcx","spotify:album:2lIZef4lzdvZkiiCzvPKj7","BRAT","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli xcx","2024-06-07","https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e","1","5","161757","https://p.scdn.co/mp3-preview/a95501e13d90974998ad04d943fdd3f96f29331e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USAT22401345","spotify:user:evebal","2024-07-15T21:21:12Z","art pop,candy pop,metropopolis,pop,uk pop","0.579","0.892","0","-5.636","0","0.282","0.0455","0","0.137","0.639","130.146","3","","Atlantic Records","C © 2024 Atlantic Recording Corporation, P ℗ 2024 Atlantic Recording Corporation"
"spotify:track:5c9tBmJKbTdn1vhzXHeAwW","Sympathy is a knife","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli xcx","spotify:album:2lIZef4lzdvZkiiCzvPKj7","BRAT","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli xcx","2024-06-07","https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e","1","3","151125","https://p.scdn.co/mp3-preview/1a782e33f0c910129167914a89fc7b53edc52264?cid=9950ac751e34487dbbe027c4fd7f8e99","true","79","USAT22401343","spotify:user:evebal","2024-07-15T21:21:12Z","art pop,candy pop,metropopolis,pop,uk pop","0.718","0.706","7","-5.596","0","0.0587","0.0539","0","0.41","0.58","131.943","4","","Atlantic Records","C © 2024 Atlantic Recording Corporation, P ℗ 2024 Atlantic Recording Corporation"
"spotify:track:4w2GLmK2wnioVnb5CPQeex","360","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli xcx","spotify:album:2lIZef4lzdvZkiiCzvPKj7","BRAT","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli xcx","2024-06-07","https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e","1","1","133805","https://p.scdn.co/mp3-preview/34231118fa980913824d4ccf78be931e999f69f1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","85","USAT22401341","spotify:user:evebal","2024-07-15T21:21:12Z","art pop,candy pop,metropopolis,pop,uk pop","0.857","0.62","0","-8.13","1","0.0472","0.646","0.244","0.0934","0.796","120.042","4","","Atlantic Records","C © 2024 Atlantic Recording Corporation, P ℗ 2024 Atlantic Recording Corporation"
"spotify:track:6Szgu8v7CAapag3XuuJX0b","Too Well","spotify:artist:2hUYKu1x0UZQXvzCmggvSn","Reneé Rapp","spotify:album:4Kk5hoolfW8UN6cTSo5fXJ","Everything To Everyone","spotify:artist:2hUYKu1x0UZQXvzCmggvSn","Reneé Rapp","2022-11-11","https://i.scdn.co/image/ab67616d0000b2737251a75664414e04757eafe7","1","6","156631","https://p.scdn.co/mp3-preview/71239a61e53c3b9bbc729286b8285e84bdf9b8b9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","69","USUM72221171","spotify:user:evebal","2024-07-15T21:21:12Z","alt z,singer-songwriter pop","0.688","0.602","10","-4.71","1","0.045","0.117","0","0.115","0.343","121.023","4","","Interscope Records","C © 2022 Interscope Records, P ℗ 2022 Interscope Records"
"spotify:track:6utUO9goGEtilKe2tmfNJH","NANi","spotify:artist:6cK3NBO6uP7hh0oyuVELFl","Saweetie","spotify:album:5L1hH3Wj0WenhPzJaQa4Sc","NANi","spotify:artist:6cK3NBO6uP7hh0oyuVELFl","Saweetie","2024-05-17","https://i.scdn.co/image/ab67616d0000b2730e1b1ac446251d8152d4d408","1","1","154991","https://p.scdn.co/mp3-preview/d93ac834fbc60ee8935a7014a5e7d6a36caed93e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","USWB12401577","spotify:user:evebal","2024-07-15T21:21:12Z","cali rap,trap queen","0.817","0.718","4","-5.028","0","0.0828","0.0675","0","0.158","0.429","91.991","4","","Warner Records","C © 2024 ICY/Warner Records Inc., P ℗ 2024 ICY/Warner Records Inc."
"spotify:track:7eCK4VleezcD6KZNE0Adgk","Good Bi","spotify:artist:2ba5BHaaNzyzG5ZEfKXIF2","Beth McCarthy","spotify:album:1yKKiQfzbNXeZi2cowSkPo","Good Bi","spotify:artist:2ba5BHaaNzyzG5ZEfKXIF2","Beth McCarthy","2024-05-31","https://i.scdn.co/image/ab67616d0000b273dff329b1371843139d881d71","1","1","194005","https://p.scdn.co/mp3-preview/19e9b0afcddcd835b910ffecd93f7c6e4a406cbf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","QM6N22441693","spotify:user:evebal","2024-07-15T21:21:12Z","alt z","0.642","0.563","2","-6.149","1","0.0567","0.13","0","0.356","0.385","125.967","4","","Chosen Music / Beth McCarthy","C (C) 2024 Chosen Music, P (P) 2024 Chosen Music"
"spotify:track:5N3hjp1WNayUPZrA8kJmJP","Please Please Please","spotify:artist:74KM79TiuVKeVCqs8QtB0B","Sabrina Carpenter","spotify:album:5bBaoign62r1i7OV8w7mi9","Please Please Please","spotify:artist:74KM79TiuVKeVCqs8QtB0B","Sabrina Carpenter","2024-06-06","https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e","1","1","186365","https://p.scdn.co/mp3-preview/81cc48794bef6a2832b50acff69a68ac331b35ff?cid=9950ac751e34487dbbe027c4fd7f8e99","true","98","USUM72404101","spotify:user:evebal","2024-07-15T21:21:12Z","pop","0.669","0.586","9","-6.073","1","0.054","0.274","0","0.104","0.579","107.071","4","","Island Records","C © 2024 Island Records, a division of UMG Recordings, Inc., P ℗ 2024 Island Records, a division of UMG Recordings, Inc."
"spotify:track:6NjWCIYu1W8xa3HIvcIhd4","Nasty","spotify:artist:0NIIxcxNHmOoyBx03SfTCD","Tinashe","spotify:album:1vMVDUsMWaD5eB4oahCboP","Nasty","spotify:artist:0NIIxcxNHmOoyBx03SfTCD","Tinashe","2024-04-12","https://i.scdn.co/image/ab67616d0000b27399068b5c52ec35ec2db977a7","1","1","176027","https://p.scdn.co/mp3-preview/be91189eabbc552654634c46b7ce1948c1b4fe34?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","USLD91757578","spotify:user:evebal","2024-07-15T21:21:12Z","alternative r&b,dance pop,metropopolis,pop,r&b,urban contemporary","0.931","0.411","8","-8.433","1","0.0711","0.165","0.00000526","0.134","0.515","100.002","4","","Tinashe Music Inc., under exclusive license to Nice Life Recording Company","C 2024 Tinashe Music Inc., under exclusive license to Nice Life Recording Company, P 2024 Tinashe Music Inc., under exclusive license to Nice Life Recording Company"
"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Not Like Us","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","spotify:album:5JjnoGJyOxfSZUZtk2rRwZ","Not Like Us","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","2024-05-04","https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad","1","1","274192","https://p.scdn.co/mp3-preview/821def30e24f965adb480145744e4ed2a0f37903?cid=9950ac751e34487dbbe027c4fd7f8e99","true","97","USUG12400910","spotify:user:evebal","2024-07-15T21:21:12Z","conscious hip hop,hip hop,rap,west coast rap","0.898","0.472","1","-7.001","1","0.0776","0.0107","0","0.141","0.214","101.061","4","","Kendrick Lamar, under exclusive license to Interscope Records","C © 2024 Kendrick Lamar, under exclusive license to Interscope Records, P ℗ 2024 Kendrick Lamar, under exclusive license to Interscope Records"
"spotify:track:2VOtwqdoceXN37vDafReh5","Never Need Me","spotify:artist:4wrzxtBZw20ufDstKyTnnP","Rachel Chinouriri","spotify:album:2s5LCM5P1CumrKTsLZRNFi","Never Need Me","spotify:artist:4wrzxtBZw20ufDstKyTnnP","Rachel Chinouriri","2024-01-17","https://i.scdn.co/image/ab67616d0000b2733f6da6ca6559f7e16cc559b6","1","1","205431","https://p.scdn.co/mp3-preview/04ae8cb4fbf11746f6e07a3e70168f43a7b37a44?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","GBAYE2301784","spotify:user:evebal","2024-07-15T21:21:12Z","uk pop","0.569","0.792","1","-4.283","0","0.057","0.062","0","0.176","0.702","75.533","4","","Parlophone UK","C Under exclusive licence to Parlophone Records Limited, © 2024 Atlas Artists, P Under exclusive licence to Parlophone Records Limited, ℗ 2024 Atlas Artists"
"spotify:track:5mf2zOGnK1fr54nezMPYnU","Whose Bed Have Your Boots Been Under? - Radio Edit / Remastered 2023","spotify:artist:5e4Dhzv426EvQe3aDb64jL","Shania Twain","spotify:album:7sGhX3TPiZuJRbYJRFBOsI","Greatest Hits (Remastered 2023)","spotify:artist:5e4Dhzv426EvQe3aDb64jL","Shania Twain","2023-11-17","https://i.scdn.co/image/ab67616d0000b273d6b990be6c62b02231d8e544","2","5","241693","https://p.scdn.co/mp3-preview/8d2568a22e0bfe089ac66732c110008447e3227c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","USUM71108654","spotify:user:evebal","2024-07-15T21:21:12Z","canadian country,canadian pop,contemporary country,country,country dawn","0.691","0.832","10","-3.04","1","0.0455","0.111","0","0.256","0.837","132.057","4","","Mercury Nashville","C © 2023 UMG Recordings, Inc., P This Compilation ℗ 2023 UMG Recordings, Inc."
"spotify:track:4dTVgHZFPlaq9nPbLVVLSG","Closer","spotify:artist:5e1BZulIiYWPRm8yogwUYH","Tegan and Sara","spotify:album:5IUJ6v408Z7pECC3BXUJxX","Heartthrob","spotify:artist:5e1BZulIiYWPRm8yogwUYH","Tegan and Sara","2013","https://i.scdn.co/image/ab67616d0000b273c84d064fdb5b317c8029c2c5","1","1","209280","https://p.scdn.co/mp3-preview/3cabe0ea54f8e5b85677ff2508ba33416b3892cb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USWB11202179","spotify:user:evebal","2024-07-15T21:21:12Z","canadian indie,lilith,metropopolis,permanent wave","0.588","0.751","0","-7.588","1","0.0328","0.00174","0.0000657","0.353","0.52","136.979","4","","Vapor/Warner Records","C © 2012 Warner Records Inc., P ℗ 2012 Warner Records Inc."
"spotify:track:5KtvumPgVZmt8wg9xONE0T","Picture You","spotify:artist:7GlBOeep6PqTfFi59PTUUN","Chappell Roan","spotify:album:0EiI8ylL0FmWWpgHVTsZjZ","The Rise and Fall of a Midwest Princess","spotify:artist:7GlBOeep6PqTfFi59PTUUN","Chappell Roan","2023-09-22","https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6","1","9","187130","https://p.scdn.co/mp3-preview/d4dc973c11b650b394f79789f75975a79083e31d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","USUG12305912","spotify:user:evebal","2024-07-15T21:21:12Z","indie pop,pov: indie","0.354","0.468","4","-5.415","1","0.0334","0.4","0","0.138","0.281","160.586","3","","Chappell Roan PS/ Island","C © 2023 KRA International Inc., under exclusive license to Island Records, a division of UMG Recordings, Inc., P ℗ 2023 KRA International Inc., under exclusive license to Island Records, a division of UMG Recordings, Inc."
"spotify:track:1gRK6QnBOpNtEDjYKftzTc","The Feminine Urge","spotify:artist:5SHgclK1ZpTdfdAmXW7J6s","The Last Dinner Party","spotify:album:6ltU3hJQLHM29KJkEfBiwT","Prelude to Ecstasy","spotify:artist:5SHgclK1ZpTdfdAmXW7J6s","The Last Dinner Party","2024-02-02","https://i.scdn.co/image/ab67616d0000b273dcf659ad02a416482f559085","1","4","206571","https://p.scdn.co/mp3-preview/3263a7336c7301f565d399499cdf0dc1a8c5e873?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","GBUM72309272","spotify:user:evebal","2024-07-15T21:21:12Z","","0.623","0.714","2","-5.943","1","0.0325","0.000909","0.00347","0.123","0.655","118.026","4","","Universal-Island Records Ltd.","C © 2024 The Last Dinner Party, under exclusive licence to Universal Music Operations Limited, P ℗ 2024 The Last Dinner Party, under exclusive licence to Universal Music Operations Limited"
"spotify:track:1pNUmVxDiE8t6P1XxcZAv8","Scrawny","spotify:artist:0NIPkIjTV8mB795yEIiPYL","Wallows","spotify:album:7eed9MBclFPjjjvotfR2e9","Nothing Happens","spotify:artist:0NIPkIjTV8mB795yEIiPYL","Wallows","2019-03-22","https://i.scdn.co/image/ab67616d0000b27384feca0133d9a8e6539a8325","1","5","166520","https://p.scdn.co/mp3-preview/dd8b794a0c05340ff0b2977db51943b509c28a05?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","USAT21812259","spotify:user:evebal","2024-07-15T21:21:12Z","pov: indie","0.639","0.816","6","-5.28","0","0.0485","0.000985","0.0604","0.141","0.802","138.008","4","","Atlantic Records","C © 2019 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside the United States. A Warner Music Group Company, P ℗ 2019 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside the United States. A Warner Music Group Company"
"spotify:track:3WSOUb3U7tqURbBSgZTrZX","Casual","spotify:artist:7GlBOeep6PqTfFi59PTUUN","Chappell Roan","spotify:album:0EiI8ylL0FmWWpgHVTsZjZ","The Rise and Fall of a Midwest Princess","spotify:artist:7GlBOeep6PqTfFi59PTUUN","Chappell Roan","2023-09-22","https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6","1","5","232796","https://p.scdn.co/mp3-preview/d610306bc3cb59ce5a2e6b1555e3d92c40707137?cid=9950ac751e34487dbbe027c4fd7f8e99","true","84","QM24S2205365","spotify:user:evebal","2024-07-15T21:21:12Z","indie pop,pov: indie","0.508","0.411","1","-6.95","1","0.0269","0.226","0","0.0571","0.34","131.008","4","","Chappell Roan PS/ Island","C © 2023 KRA International Inc., under exclusive license to Island Records, a division of UMG Recordings, Inc., P ℗ 2023 KRA International Inc., under exclusive license to Island Records, a division of UMG Recordings, Inc."
"spotify:track:1k2pQc5i348DCHwbn5KTdc","Pink Pony Club","spotify:artist:7GlBOeep6PqTfFi59PTUUN","Chappell Roan","spotify:album:0EiI8ylL0FmWWpgHVTsZjZ","The Rise and Fall of a Midwest Princess","spotify:artist:7GlBOeep6PqTfFi59PTUUN","Chappell Roan","2023-09-22","https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6","1","11","258034","https://p.scdn.co/mp3-preview/064dd33ec1b86bb205a7e6875a247d61da32e8e9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","USAT22001300","spotify:user:evebal","2024-07-15T21:21:12Z","indie pop,pov: indie","0.61","0.65","6","-6.199","1","0.0474","0.399","0","0.11","0.507","106.719","4","","Chappell Roan PS/ Island","C © 2023 KRA International Inc., under exclusive license to Island Records, a division of UMG Recordings, Inc., P ℗ 2023 KRA International Inc., under exclusive license to Island Records, a division of UMG Recordings, Inc."
"spotify:track:3WVhkjB7Y4xFruqoCAajBb","Sue Me","spotify:artist:74KM79TiuVKeVCqs8QtB0B","Sabrina Carpenter","spotify:album:29mlGxS6kxq1EHxlX1EAZK","Singular Act I","spotify:artist:74KM79TiuVKeVCqs8QtB0B","Sabrina Carpenter","2018-11-09","https://i.scdn.co/image/ab67616d0000b27338b27a27cea311f34bb68eff","1","4","179226","https://p.scdn.co/mp3-preview/4ba2452fc125458ea728d62c882529d71e4883e1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USHR11838862","spotify:user:evebal","2024-07-15T21:21:12Z","pop","0.46","0.809","6","-5.415","1","0.326","0.0422","0.0000504","0.138","0.609","157.184","4","","Hollywood Records","C © 2018 Hollywood Records, Inc., P ℗ 2018 Hollywood Records, Inc."
"spotify:track:2qSkIjg1o9h3YT9RAgYN75","Espresso","spotify:artist:74KM79TiuVKeVCqs8QtB0B","Sabrina Carpenter","spotify:album:5quMTd5zeI9yW5UDua8wS4","Espresso","spotify:artist:74KM79TiuVKeVCqs8QtB0B","Sabrina Carpenter","2024-04-12","https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5","1","1","175459","https://p.scdn.co/mp3-preview/c4f4406777deb17f09c0237b22044a8b18d986a4?cid=9950ac751e34487dbbe027c4fd7f8e99","true","99","USUM72403305","spotify:user:evebal","2024-07-15T21:21:12Z","pop","0.701","0.76","0","-5.478","1","0.0285","0.107","0.0000654","0.185","0.69","103.969","4","","Island Records","C © 2024 Island Records, a division of UMG Recordings, Inc., P ℗ 2024 Island Records, a division of UMG Recordings, Inc."
"spotify:track:5og4Qzt92jJzVDkOtSEilb","But Daddy I Love Him","spotify:artist:06HL4z0CvFAxyc27GXpf02","Taylor Swift","spotify:album:1Mo4aZ8pdj6L1jx8zSwJnt","THE TORTURED POETS DEPARTMENT","spotify:artist:06HL4z0CvFAxyc27GXpf02","Taylor Swift","2024-04-18","https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33","1","6","340428","https://p.scdn.co/mp3-preview/23e45e7ee89ad4982da24a4857f6be2606c5d49f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","79","USUG12401033","spotify:user:evebal","2024-07-15T21:21:12Z","pop","0.521","0.72","4","-7.684","1","0.104","0.384","0","0.135","0.438","79.943","4","","Taylor Swift","C © 2024 Taylor Swift, P ℗ 2024 Taylor Swift"
"spotify:track:5vrqIOmzON7eO9Fp5iQANm","Good Girls","spotify:artist:3CjlHNtplJyTf9npxaPl5w","CHVRCHES","spotify:album:0Q6KFth9qxni5rsmqtcTKO","Screen Violence","spotify:artist:3CjlHNtplJyTf9npxaPl5w","CHVRCHES","2021-08-27","https://i.scdn.co/image/ab67616d0000b273533b1dfaecaa454f7514e6f9","1","7","199455","https://p.scdn.co/mp3-preview/532446a5609d1a900373e1ba53716dd22215076d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","42","GBZN82100007","spotify:user:evebal","2024-07-15T21:21:12Z","indietronica,metropopolis,neo-synthpop,shimmer pop","0.277","0.8","8","-6.2","1","0.0687","0.00327","0.00147","0.214","0.315","84.204","4","","Glassnote Entertainment Group LLC","C (C) 2021 CHVRCHES Under Exclusive Licence To Glassnote Entertainment Group LLC, P (P) 2021 CHVRCHES Under Exclusive Licence To Glassnote Entertainment Group LLC"
"spotify:track:0q8TNCQhwnDwnzq38IVV4l","Guilty Pleasure","spotify:artist:7GlBOeep6PqTfFi59PTUUN","Chappell Roan","spotify:album:0EiI8ylL0FmWWpgHVTsZjZ","The Rise and Fall of a Midwest Princess","spotify:artist:7GlBOeep6PqTfFi59PTUUN","Chappell Roan","2023-09-22","https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6","1","14","224583","https://p.scdn.co/mp3-preview/83bc112549c3041fc72bc14edf65f18493944e85?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USUG12305913","spotify:user:evebal","2024-07-15T21:21:12Z","indie pop,pov: indie","0.555","0.599","2","-4.059","1","0.0413","0.0275","0","0.269","0.412","124.054","4","","Chappell Roan PS/ Island","C © 2023 KRA International Inc., under exclusive license to Island Records, a division of UMG Recordings, Inc., P ℗ 2023 KRA International Inc., under exclusive license to Island Records, a division of UMG Recordings, Inc."
"spotify:track:0GqWXMhLivLWNWdCl1nbDo","99 boys","spotify:artist:4S38gbKfKkEbty2YAIDIlV","EMELINE","spotify:album:4t0VPQ3TYb3kMuCvp30nGX","99 boys","spotify:artist:4S38gbKfKkEbty2YAIDIlV","EMELINE","2024-04-12","https://i.scdn.co/image/ab67616d0000b273429f8ad25033bae2812d7e3c","1","1","146317","https://p.scdn.co/mp3-preview/a8a0ddacbbd16302a286b287cda10eb9b82d2222?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","USUG12401248","spotify:user:evebal","2024-07-15T21:21:12Z","alt z","0.689","0.673","4","-5.475","1","0.165","0.0743","0","0.201","0.455","107.945","4","","Capitol Records","C © 2024 Middlest LLC, under exclusive license to UMG Recordings, Inc, P ℗ 2024 Middlest LLC, under exclusive license to UMG Recordings, Inc"
